,Text,Intent
20661,can you tell me the tire pressure for the car,tire_pressure
20662,give me the tire pressure for the car,tire_pressure
20663,go ahead and give me the tire pressure of my vehicle,tire_pressure
20664,what exactly is the tire pressure for the car,tire_pressure
20665,i must kniw how low are my tires on air,tire_pressure
20666,please tell me my car's tire pressure,tire_pressure
20667,i need to know how low are my tires on air,tire_pressure
20668,i shall know how low are my tires on air,tire_pressure
20669,tell me my car's tire pressure,tire_pressure
20670,i gotta know my car;s tire pressure,tire_pressure
20671,i would like to know my car's tire pressure,tire_pressure
20672,i gotta know how low are my tires on air,tire_pressure
20673,i wanna know my car's tire pressure,tire_pressure
20674,i wanna know how low are my tires on air,tire_pressure
20675,how can i find out what my tire pressure is,tire_pressure
20676,how do i find out my tire pressure,tire_pressure
20677,my tires are how low on air,tire_pressure
20678,how low are my tires right now on air,tire_pressure
20679,my tires are filled enough or no,tire_pressure
20680,what's the tire pressure of my tires,tire_pressure
20681,is there enough air in my tires,tire_pressure
20682,my tires need how much more air in them,tire_pressure
20683,are my tires filled properly,tire_pressure
20684,are my tires filled enough,tire_pressure
20685,what is the pressure of my tires,tire_pressure
20686,do my tires have enough pressure,tire_pressure
20687,what is the air pressure of my tires,tire_pressure
20688,what is the level of air pressure of my tires,tire_pressure
20689,is my tire pressure high,tire_pressure
20690,that isn't right,no
20691,that's incorrect,no
20692,nope that's not it,no
20693,no that isn't right,no
20694,that's not correct,no
20695,that isn't correct,no
20696,that is incorrect,no
20697,that's wrong,no
20698,"no, that is wrong",no
20699,"no, that is incorrect",no
20700,"no, definitely not",no
20701,i'd say no,no
20702,the statement is false,no
20703,that's false,no
20704,false,no
20705,it is no,no
20706,it is false,no
20707,it is very much false,no
20708,that has to be false,no
20709,that is so false,no
20710,that can't be true,no
20711,that's a negatory,no
20712,there is no way in heck that is true,no
20713,nope not it,no
20714,that is most definitely false,no
20715,"no, you are wrong",no
20716,"no, that is a falsehood",no
20717,you got that wrong,no
20718,that is the wrong answer,no
20719,not right now,no
20720,you need to tell me my credit card's apr,apr
20721,now tell me my credit card's apr,apr
20722,i need to know the apr on my wells fargo credit card,apr
20723,tell me my chase credit card's apr,apr
20724,tell me what my wells fargo credit card apr is,apr
20725,what is my b of a credit card's apr,apr
20726,can you tell me the apr of my target credit card,apr
20727,what is my apr rate,apr
20728,is my apr rate above average,apr
20729,does my apr rate suck,apr
20730,what is my card's apr rate,apr
20731,is my apr rate better than most,apr
20732,what's my credit card's annual percentage rate,apr
20733,what's the annual percentage rate for my credit card,apr
20734,how high is the apr on my credit card,apr
20735,what's the apr on my credit card,apr
20736,how much am i paying for apr on my credit card,apr
20737,is my card's apr a decent rate,apr
20738,can you tell me my apr on my credit card,apr
20739,would you consider my apr to be good,apr
20740,what's the current apr on my credit card,apr
20741,what kind of credit card apr do i get,apr
20742,what's my apr rate,apr
20743,tell me my apr rate,apr
20744,could you share my credit card's apr,apr
20745,is my apr rate good,apr
20746,"i need to know what the current apr is for my chase sapphire, please",apr
20747,can you find me the apr listed on the statement for my citi mastercard,apr
20748,what's the apr on my capital one venture card,apr
20749,inform me on what my credit card's apr is,apr
20750,tell me nutritional info for brocoli,nutrition_info
20751,tell me nutritional info for lettuce,nutrition_info
20752,tell me nutritional info for fish,nutrition_info
20753,tell me nutritional info for burger,nutrition_info
20754,tell me nutritional info for beans,nutrition_info
20755,how healthy is blueberrys,nutrition_info
20756,how healthy is tacos,nutrition_info
20757,how healthy is mcdonalds,nutrition_info
20758,how healthy is a cheeseburger,nutrition_info
20759,how healthy is rice,nutrition_info
20760,find the nutrition info for whole milk for me,nutrition_info
20761,what are the nutrition facts for greek yogurt,nutrition_info
20762,find the nutrition info for ketchup for me,nutrition_info
20763,what are the nutrition facts for cucumbers,nutrition_info
20764,what are the nutrition facts for apple sauce,nutrition_info
20765,what are the nutrition facts for peanut butter,nutrition_info
20766,find the nutrition info for bell peppers for me,nutrition_info
20767,find the nutrition info for cheese fries for me,nutrition_info
20768,find the nutrition info for cucumbers for me,nutrition_info
20769,what are the nutrition facts for carrots,nutrition_info
20770,please give me the nutritional information for an egg,nutrition_info
20771,what's the nutrition info for a pound of chicken,nutrition_info
20772,tell me the nutrition info for a cup of milk,nutrition_info
20773,what's the nutrition info for a cucumber,nutrition_info
20774,give me the nutritional details for a cup of yogurt,nutrition_info
20775,i need the nutrition facts for ramen,nutrition_info
20776,tell me the nutrition facts for shepherd's pie,nutrition_info
20777,i would like nutrition facts for spaghetti carbonara,nutrition_info
